10000 30000
1141 4384 9
2172 1556 51
7010 2568 19
7278 5140 15
6683 7389 70
1531 2721 64
6171 1350 58
679 616 84
2538 1783 98
3619 1465 9
1819 1214 4
3941 5987 23
8701 4094 22
7242 7515 32
761 508 12
4434 3488 49
2125 1307 32
631 450 83
5089 2180 61
4926 1647 31
9720 7329 61
9904 1622 1
915 137 11
2548 4189 12
5126 3064 5
2590 4852 83
8651 8850 45
4662 4147 32
3677 1318 3
6788 481 16
4361 2578 23
6318 3594 36
3377 2369 93
2344 2024 55
1747 302 66
8165 3228 56
4628 8919 19
6059 4818 76
9245 9885 78
3161 2392 56
1214 6614 64
4858 2261 74
1565 6002 34
3151 1001 8
5777 1674 62
5843 6282 74
2261 8694 20
9054 6622 25
3757 1964 5
4000 3206 70
8905 2834 91
9219 3406 89
1291 7547 43
7165 3831 56
1462 847 93
5010 3402 33
8164 6445 70
9947 3738 6
2037 3446 99
7968 6572 98
2247 2790 29
7693 7453 77
8082 4040 93
6012 5866 33
7074 8670 42
7535 3666 26
1917 1910 50
4574 7796 28
368 73 41
3659 2710 87
6295 5786 18
9823 9232 26
1365 1333 87
6665 2227 51
4161 3675 92
9462 700 41
8520 9767 97
1821 1259 24
153 118 99
3329 3083 22
6300 6160 100
5350 5377 85
4076 2283 4
2336 1012 55
1247 1234 91
7100 8992 60
2850 4322 41
9928 3746 52
2042 5114 75
8069 8305 44
8522 3565 15
6069 4191 1
160 9181 43
4110 6065 68
3686 285 78
3315 5635 35
1176 1547 62
7534 6473 55
4396 3396 15
6915 3622 18
5908 1266 20
3399 2200 87
6012 3980 98
2955 1112 59
8411 7494 29
2519 4647 24
2166 4020 45
858 5560 67
1681 471 78
1393 109 42
2622 200 46
9009 4755 4
9522 9144 4
9669 8988 51
6839 575 5
2405 4584 51
2177 67 52
2430 4315 10
2603 1537 25
2389 1709 2
1828 857 84
168 6689 44
7657 3866 20
3457 2804 7
9569 3257 40
8853 4779 66
3788 478 50
4129 2658 58
6044 2598 42
9008 3101 84
7623 7742 60
3899 4532 80
1618 6363 19
5846 2004 46
7515 4832 54
7365 2065 87
7764 2237 76
1115 5368 51
3333 2663 96
9702 2935 31
1931 2953 98
7800 2146 15
9994 5687 91
2946 4212 36
3316 1131 20
47 39 2
4212 5895 81
267 586 53
3553 2578 83
6778 5597 46
5812 4613 51
7385 4214 61
8340 5491 66
4165 2450 96
8770 5852 72
5587 2760 36
2419 3908 17
2035 947 100
9399 4486 38
9901 6539 15
3597 3644 75
8487 1447 54
5745 253 61
5202 3679 21
3173 4328 8
5400 909 58
7167 4333 85
1923 981 75
5760 8007 52
4640 173 35
176 2743 49
2031 9245 11
7558 2955 16
1734 4287 68
6999 5222 85
5720 1052 65
6067 6323 21
1056 528 49
832 672 34
3353 1648 41
669 7206 37
4948 6846 45
6689 1868 29
6533 9750 70
2105 1968 18
5212 2971 76
559 293 46
6871 985 99
5371 8347 45
3824 1935 46
3964 4180 29
2260 2064 94
5593 2256 54
9751 7674 78
6064 6378 9
6197 1742 83
7337 7545 7
2711 9086 75
7276 8997 6
6995 1036 94
7330 9745 30
5564 4290 31
113 6880 32
442 7882 73
7625 6389 89
2212 1196 75
8167 5645 59
3232 938 27
9595 2409 47
399 8807 95
8521 2208 69
9167 2808 2
6641 3013 60
5314 3152 79
5852 6555 68
8470 1018 32
7142 2609 42
9390 6762 56
1002 279 37
3968 4511 31
4220 1590 96
1435 8101 49
820 76 11
948 783 89
2742 7080 64
8900 2169 2
8913 1321 74
7173 4901 28
7135 1245 36
3732 4373 48
1096 3815 89
752 424 91
8476 3801 12
1383 9684 55
3733 974 48
975 2138 85
4554 3122 55
5206 3245 79
3538 7802 35
228 2727 45
19 2116 13
5762 5141 71
8875 9232 4
5954 5648 89
3324 6624 61
1355 896 90
3617 4995 18
3447 1601 88
1211 782 43
1288 3917 31
4689 1229 68
4522 4190 58
5391 6073 100
8774 9724 24
2224 6737 3
4518 2334 67
2508 4378 61
2014 948 42
8307 9003 38
6547 68 89
339 89 100
3962 446 60
3773 5353 90
6277 1343 24
230 113 32
3132 892 14
7625 2103 57
1097 840 78
8737 4210 49
5206 2594 35
5903 1966 55
5336 2986 15
9431 5596 57
6890 4903 39
2784 4784 12
2969 2666 42
97 9943 1
1886 6780 76
8594 4697 40
944 6882 21
3584 3494 93
4965 3224 71
5013 368 3
5763 1670 51
9031 4497 65
8141 4584 48
2458 8140 52
1350 1444 51
4315 9293 97
5503 2239 23
7233 5017 57
6507 5096 60
8078 6645 1
366 6933 100
6234 5600 13
9658 1864 96
7411 7326 62
3407 9254 9
1902 1147 58
5975 9346 42
4462 1870 54
2213 1638 19
9470 5269 97
2440 5819 32
7911 6015 63
7880 1195 43
1546 1269 82
699 9645 86
6116 6250 32
3843 4559 91
796 17 45
5034 745 12
3047 2428 65
7788 4502 4
5885 805 16
6577 6724 9
2991 3461 43
6255 8295 62
3255 441 21
3509 1474 40
3253 7567 5
1864 3219 47
5080 6083 98
1766 8086 13
554 279 88
6524 6142 6
2184 5983 21
595 99 3
6118 9385 55
8650 7335 34
5601 1373 26
186 92 75
5672 7487 90
8315 2868 91
15 1131 91
5072 2780 32
2324 6418 10
9624 6102 60
3700 1280 90
6097 733 56
4540 2853 70
9797 1631 34
3414 7377 39
7953 638 19
950 907 18
5931 1359 17
7209 3664 43
4459 1644 4
4594 512 65
4723 3002 35
6256 7752 99
4484 2151 99
7599 2436 73
586 8271 48
6479 9608 50
3126 2419 51
1431 1109 72
891 1783 73
7828 5173 32
329 54 65
7875 3197 38
1798 7091 27
6217 1313 84
2020 722 94
8587 7474 46
9093 6507 74
3295 1588 16
68 2798 32
9744 7053 34
5495 4263 7
9413 6891 49
3720 3605 100
7150 132 33
6933 986 45
8356 5416 13
8727 1679 56
7126 1952 50
5379 2748 15
1334 1124 29
3035 98 42
4934 2815 12
6238 2826 85
8681 7233 84
3749 7783 73
6297 5619 13
2137 7602 95
1813 3287 43
1806 1104 38
7029 9715 93
7504 3003 38
7639 6396 46
3405 1712 40
1526 117 50
9661 9757 30
2212 3987 76
5074 184 82
5725 2522 31
2874 2255 40
8725 4477 8
6139 9662 68
883 477 79
7416 4655 87
2192 3554 89
7083 5440 30
2271 266 55
4743 5501 53
7509 841 41
5052 235 29
9729 2103 8
4600 9102 52
818 48 39
7526 6078 53
65 4373 77
4134 451 81
1549 1446 46
9772 3538 91
4989 943 99
2266 1428 86
9622 1951 97
62 4190 85
9628 5053 92
7244 6333 73
2457 891 78
3648 1134 98
5375 2580 50
4516 8438 96
5103 4630 70
3261 302 42
9604 4013 57
4884 1649 16
9282 2365 10
699 2093 25
7184 478 3
5002 7799 9
2444 6539 97
962 8683 24
9953 9925 13
7815 6632 39
9988 2150 86
4697 2503 89
8354 3644 26
2412 978 58
9278 9055 67
69 9098 40
5904 2071 62
1439 133 72
3834 3400 81
5525 7556 86
461 320 38
9074 538 31
6871 4103 90
751 3140 56
4371 7542 44
2878 2534 100
4492 1148 23
2953 431 55
8969 3095 51
6599 5945 69
2029 1204 82
5393 6321 79
7830 445 11
7048 6620 77
1120 5402 46
1384 2345 91
5317 4513 16
5981 1823 59
2129 5046 10
2026 453 20
5742 239 39
484 288 34
7980 8023 51
4496 4116 71
4869 3790 94
5567 3579 70
304 244 2
3030 2068 89
9983 2848 48
7455 5368 16
1607 2257 21
3374 4358 8
5409 2097 99
9001 3040 32
3211 8499 19
5716 4855 7
4142 4499 44
3848 7309 88
9362 3316 87
932 3938 84
4639 2093 98
4654 695 65
4838 1480 85
8783 8708 89
9788 4465 74
3226 1721 58
2791 4 12
2447 51 85
4808 4747 26
980 2284 91
7221 9577 87
4926 716 25
6373 4651 86
2927 476 89
8187 7967 88
8615 752 88
4590 288 67
1754 4714 26
5035 6083 85
4549 698 80
8054 7748 12
7781 7737 20
8682 4277 96
7367 8899 16
1417 9929 93
8333 4393 44
363 275 98
3359 3193 57
9691 7819 39
5013 75 47
2825 1052 34
333 69 84
1039 2643 74
6505 894 74
9381 2799 20
1206 1032 40
6357 8547 66
7 3 74
1723 921 98
519 209 90
2130 5688 92
7826 6077 87
340 2165 56
2998 7729 31
4307 1528 64
7535 2294 39
6909 8018 21
8865 7094 62
3504 8396 79
3140 6225 68
779 561 16
4128 3790 71
8949 8861 22
7028 426 21
8280 8655 77
2397 3572 100
960 515 39
1664 6103 38
5686 2736 59
9165 6137 8
7042 7320 71
9758 8813 69
9369 7804 92
3908 7809 10
3365 688 47
9100 5938 54
7173 6995 71
3359 4250 20
182 176 75
9046 828 83
2748 3543 7
2148 3160 36
6238 1691 58
1240 3095 43
6598 7677 68
9460 5390 92
9811 515 99
5646 280 17
5214 8815 16
6558 1107 58
1957 6073 33
7971 2538 43
3993 5907 99
9182 7715 24
1460 4881 20
8538 7460 53
9510 2848 12
7984 3346 2
6357 4907 44
6239 1095 27
106 6269 47
7300 2576 85
6195 7049 49
1910 7659 9
6533 7910 18
6108 8027 49
4604 7379 11
4168 1123 65
2148 3342 6
38 7196 41
3189 39 87
9640 685 75
7674 9384 36
3667 2502 8
1042 1319 35
3240 4230 51
7879 5414 89
3403 5867 88
9258 5293 67
6393 4347 19
5824 584 82
7553 6614 72
1345 7148 100
8526 3048 36
224 3196 66
5740 4063 60
8517 6973 71
3710 6163 26
2289 3217 70
6668 4825 95
5358 4947 85
2640 941 51
6507 5309 80
7668 9833 85
9777 6313 67
454 271 20
1905 1263 85
1187 1085 99
2229 4562 16
6798 5827 78
8509 3155 85
5696 9524 14
3436 2599 48
1001 3894 35
7944 9803 61
8383 6963 51
730 5882 19
8146 1442 33
9887 7474 42
3947 5673 1
8970 5809 70
4554 9574 19
8271 2125 13
7203 6967 46
6222 7481 90
3034 1124 42
7710 704 33
4229 5559 58
1012 6368 13
3097 2782 46
7320 2681 8
2221 1498 45
4732 5768 28
5280 9895 92
1740 1134 23
5638 556 32
3820 1914 68
6838 2180 55
1414 7924 64
8433 1 94
442 438 99
6292 4319 17
2565 2638 83
3933 1438 41
6185 5644 10
6041 3241 9
8087 2004 30
6442 8376 7
137 8375 16
8361 1860 37
8084 8745 7
8598 5294 72
7515 4599 19
2639 942 48
4524 6571 98
1783 544 99
6831 4077 64
6559 3588 40
8855 3056 80
7570 2189 5
8219 3005 28
4405 7275 64
6902 7498 2
1501 749 66
2865 3956 38
4486 8156 48
4897 3083 26
2211 193 30
7535 2157 37
1054 1053 49
9088 8476 64
3188 3308 49
9837 1384 77
1335 4497 88
6128 7461 10
1125 758 54
2961 3067 4
670 415 43
6568 8645 100
1633 263 40
3853 7580 44
5584 4057 90
6017 166 5
9422 6974 88
758 1738 46
2951 4408 98
7619 9004 59
5125 9012 27
2931 2601 28
1542 3102 56
2413 663 100
300 5650 54
3102 5345 24
830 336 46
3810 1946 91
9681 5561 68
8975 3384 99
9770 2762 51
9459 1160 22
4884 1601 20
3145 3116 39
2690 7409 27
3712 9159 4
9838 7169 40
7661 207 85
3308 550 71
7954 7403 63
4757 665 34
8817 6928 88
678 425 78
3761 2525 52
400 2891 34
6416 1116 2
262 5905 38
4787 131 22
5772 9293 77
5181 63 37
1192 842 31
837 3539 82
7806 3190 90
6126 4183 58
4376 6567 63
4364 6461 60
2838 9107 67
50 2636 48
6067 1716 83
4545 2982 86
4876 1385 86
5902 1964 16
3965 6170 21
2002 5651 4
4089 3816 33
7268 1064 27
3454 3855 3
444 12 58
9429 2529 47
3179 8539 34
6983 9062 4
1442 3255 63
5697 2212 61
4694 2882 45
6012 8557 84
9902 4657 13
565 1929 81
990 7976 71
8717 3286 97
3303 8064 82
6971 235 20
7304 4636 84
1658 2988 71
7172 6701 99
2492 2257 16
3745 3515 73
5211 4677 4
2366 8607 67
5303 3754 90
8438 283 38
4221 3177 31
8700 3360 32
6339 5098 13
5973 1588 22
8881 314 92
5164 54 13
7745 6124 53
9114 473 63
5426 3686 10
4582 4287 98
2624 546 4
5080 1026 13
2818 48 16
2383 4217 26
7256 5790 85
2473 1985 95
1033 306 46
3692 2919 99
6431 7289 79
8937 6774 28
4920 4169 68
3018 4405 79
6183 5855 86
8007 3 22
1165 6433 3
7758 2930 100
4647 7353 51
1302 334 45
4003 8666 3
7292 3323 36
6387 1382 39
3315 258 2
9872 5440 1
6438 6440 35
8640 8750 29
44 13 39
6840 7918 4
9418 5665 99
9147 6841 53
1771 1273 76
8368 5677 86
9722 1564 45
4413 2343 68
5505 1647 30
3781 5729 84
422 369 19
6678 2203 1
5489 3010 9
2749 1050 14
3647 6425 100
8762 7884 88
3276 583 88
8414 8304 55
5922 6169 71
2788 331 83
4575 3425 36
2070 3309 61
1904 6857 20
4620 6431 29
4311 5395 25
1653 2335 93
3923 4976 2
7523 7938 79
6148 2078 51
6636 1957 56
3987 9082 61
9571 6721 70
3948 2719 42
5712 4416 58
7656 8168 79
7150 726 26
6037 1694 92
3545 296 74
3402 3362 93
7778 1616 52
3456 4125 69
4144 835 57
228 1092 57
6113 5892 43
1387 539 25
3806 2524 85
8355 7299 21
6707 7317 98
6902 5779 83
1611 4319 4
11 9 75
3712 7782 21
3411 5909 25
8169 4135 1
5670 4119 3
3083 9417 58
2922 6214 7
3629 5313 38
837 8693 90
3976 6806 40
7202 4826 75
7931 4504 6
2906 1644 6
7790 1343 96
4695 6193 87
2564 2108 96
539 4297 5
4731 2944 61
8408 718 68
3089 308 12
4835 7306 35
4305 156 32
2592 84 72
4647 2779 9
3600 1846 21
303 3104 44
8351 2483 31
298 9071 31
3717 7014 41
6989 1685 58
619 8174 14
5950 7577 16
1428 8133 1
1657 12 87
4117 8625 3
6988 2420 61
3268 2972 7
3830 3293 49
6240 8286 90
6183 4303 54
5624 344 95
767 7401 51
9953 9535 76
7094 8387 25
2749 6242 89
7322 2616 84
165 52 59
4945 3987 32
1895 898 28
9940 8635 29
7188 4659 26
8652 8474 39
1674 1984 79
3679 2722 100
5534 9006 71
9941 4286 38
1705 2263 76
8302 2661 53
1299 7946 97
9136 5609 95
1721 989 11
3404 9762 24
8257 5834 8
5480 1849 39
9701 9119 68
5782 7599 57
129 25 17
6463 976 64
604 8904 70
4270 8839 93
8351 6083 49
3358 2601 55
199 2419 47
4099 4269 61
8973 7717 49
6866 2847 87
2868 2794 13
5702 2806 30
2595 1050 12
1878 2147 96
558 8612 45
3283 1095 77
6292 3696 6
3008 942 60
1793 8274 96
8639 3793 17
8647 1035 26
274 9456 56
1451 6419 29
1190 9798 13
5270 2832 98
8567 5677 96
7314 3018 44
614 5124 96
1365 2550 88
6746 6715 38
2126 451 30
8005 7600 85
7678 4446 54
7652 1607 64
3017 5463 57
8881 6348 42
6733 7358 59
3117 3873 8
2847 1782 22
4067 9253 96
9311 1771 59
9821 7939 15
8446 1971 73
7299 5810 6
2344 9515 73
870 473 4
8912 5102 18
8862 27 86
6339 1910 87
9570 7221 72
606 171 74
770 1957 29
7569 4511 53
2505 2994 12
9639 8164 20
5890 3487 98
6807 4943 14
397 43 96
2527 1698 52
6591 47 71
3812 5397 2
3653 6470 46
9839 2026 99
1597 3570 3
4097 2716 21
4656 8612 100
573 151 14
8499 2506 45
7618 3969 18
9609 8303 65
2822 7943 23
4277 2170 57
7370 1021 44
6181 3079 26
5595 4412 92
7884 9543 59
7475 8549 69
6800 5157 39
9891 4556 38
2623 8946 9
1603 9951 13
2868 5711 62
342 2517 71
7875 2886 95
9432 974 53
147 121 39
1441 1107 49
8413 7426 67
173 74 53
9145 1453 98
8367 8064 30
454 8305 100
9278 5955 40
732 3229 34
4896 7568 89
9227 2168 5
274 4710 61
4844 2970 55
4606 2859 39
3633 3197 41
4201 2426 58
6156 3467 11
6269 4259 75
3514 89 47
1044 7586 64
4446 1688 95
5189 1450 37
7784 2706 53
4953 346 62
950 927 39
8448 2208 84
5146 2494 81
4963 9745 17
1452 1392 59
4967 5400 72
1142 7339 65
8899 203 24
7310 247 96
8433 1522 69
2032 2467 68
753 614 78
4266 2820 38
3869 4871 24
9014 7347 26
6503 5310 81
7471 2572 93
1899 4537 32
7671 3646 90
7714 4872 57
9103 243 29
5694 4843 2
2848 1574 25
7728 4286 44
153 7586 77
8415 2201 18
3519 1251 45
7375 8969 69
4180 7968 18
3177 12 100
79 22 49
3585 6501 83
6378 4029 7
5695 6910 41
4918 8602 94
609 6583 45
1528 7665 12
6680 6261 33
9896 3844 37
3722 5530 95
3474 2795 32
2113 8938 67
9969 4512 88
2289 9411 33
4685 2882 23
3096 818 39
3447 1590 64
299 539 30
6846 9939 15
2156 65 64
7007 5851 87
9757 5129 91
8502 5251 59
4929 2180 99
7508 1112 95
4429 8787 6
4903 1492 11
7670 243 74
5179 6488 29
5318 8018 84
6144 3490 20
894 706 78
6565 1726 9
7888 1531 84
752 5192 93
315 7638 35
5092 3031 1
4707 9116 71
6043 5381 10
6982 770 13
7079 797 70
4225 948 59
526 5980 33
6734 1848 40
1468 1166 4
9271 5503 32
8370 1061 35
4204 4309 57
1224 9720 67
3998 2427 41
361 8184 57
6882 2455 15
3373 9019 19
6922 1814 37
6951 395 53
390 7248 92
6930 5117 58
9090 7198 60
3242 3877 87
6311 955 25
9163 9674 41
7473 3845 91
1012 1397 30
7417 6821 74
1497 361 60
1696 7217 60
1418 6194 44
6598 232 57
2116 960 89
2915 9448 48
4924 4077 58
8954 3534 34
451 37 85
8389 4863 21
3938 2047 27
3828 6447 49
2312 2681 28
7336 1049 35
3674 225 71
6775 2637 8
7835 8827 65
6236 244 74
2143 5168 12
672 356 76
7150 660 62
1320 904 41
5573 9296 50
3620 3299 21
7270 2360 85
300 252 11
7870 5721 16
2405 5245 80
7492 6335 6
1917 4410 19
2721 383 91
3911 562 87
6041 8282 21
848 5210 68
642 6865 78
6546 4643 22
1540 749 45
6111 1281 24
142 8243 96
6432 201 77
9898 4323 49
9475 5906 67
1783 5404 2
7385 7915 6
9930 3005 45
4407 998 10
1724 9879 97
953 6950 46
4596 6210 21
1637 1021 53
7164 5300 50
2381 4119 49
5477 3414 14
6051 5543 30
2069 5818 50
6983 911 38
8100 6563 58
4576 234 52
8474 6621 42
9050 9654 14
517 3406 62
8555 5847 76
663 9035 45
1545 8761 37
4449 565 99
3197 3026 64
8760 1347 76
1431 8445 31
4009 1474 77
1370 2048 81
9425 6500 44
7541 5584 71
1884 1370 64
1786 5447 66
7587 199 48
1250 457 44
4888 1102 91
9801 5692 30
9124 7390 51
8786 5808 18
8742 9252 82
2794 1539 96
1290 33 95
7135 4570 25
7404 6037 22
7034 7612 67
822 6302 60
3705 1256 56
9229 280 48
5097 4492 11
4118 340 67
3566 7722 58
1024 8466 11
7509 3526 54
6250 4105 71
7059 4944 74
4561 3347 39
9878 240 27
2505 1247 53
6168 9578 21
9639 6873 31
4388 9612 64
3779 2948 84
5462 2992 62
3547 8688 66
2172 7447 94
4789 5735 7
9621 3183 69
9409 4333 7
659 3959 31
5806 7549 36
5537 8438 18
9304 8882 24
5175 2490 23
8988 7462 34
8437 4979 1
9048 262 89
1049 4267 9
6654 431 42
1310 997 41
380 213 35
803 7672 14
3696 4238 36
6220 9232 44
6294 3170 18
82 7001 74
5213 3958 9
2155 1314 95
1642 2510 1
8485 840 58
5797 6278 24
3475 2721 10
5048 6783 8
275 9337 80
2067 8581 50
6258 4971 19
4946 1587 30
5072 4881 74
2796 344 53
7175 5753 88
777 1932 38
7697 6139 36
5001 875 17
58 32 52
6245 4014 55
5626 2151 86
4225 6281 51
2921 1701 44
3534 2180 84
6726 6603 78
391 76 81
2647 7095 72
6848 6834 54
945 692 52
579 9733 36
4823 1769 16
620 2649 18
4401 5752 96
9550 9186 69
4467 3205 1
1358 132 80
4565 1264 58
2996 4832 97
1412 5303 65
4754 8175 7
6781 1469 51
4794 2647 79
4365 3670 51
6483 1282 96
8251 1081 25
5161 2941 75
2144 6014 50
4302 3713 49
75 36 93
7873 510 57
2586 2237 31
7338 4864 43
1586 87 100
5176 3140 43
2261 410 32
4340 6341 91
5083 8117 32
28 5247 12
9489 1766 33
237 5356 29
6870 2079 12
8502 8698 66
8941 8733 97
8417 2071 97
8223 1286 26
914 3318 48
3 1187 23
3345 2035 73
7662 7437 1
9374 3136 9
1359 9740 85
7897 2539 57
9559 1013 71
2779 9755 41
1105 6558 49
4152 1288 39
4400 933 56
1683 927 25
59 7240 31
1595 8081 81
378 87 63
6614 8056 60
5963 7459 49
1032 11 74
4640 7258 78
9341 4304 61
4716 3002 3
5156 5925 69
4906 9234 91
1563 4867 85
8483 1108 67
5474 9143 72
4213 428 96
9347 5645 19
7921 6594 89
1011 9307 92
7930 9357 97
9056 1498 3
4110 2220 54
2396 1149 54
4246 3508 92
3926 3992 1
3144 6991 12
1978 241 25
6750 3762 9
2068 8663 50
1753 6141 92
5807 186 96
6721 9473 59
6848 136 45
5487 8428 40
9757 9763 77
897 7710 95
7961 835 74
1445 64 98
781 4902 68
6395 1495 30
8547 1225 62
7581 9281 49
2374 5493 18
3964 7632 10
9688 1913 75
9304 5015 93
7295 9627 17
3063 4397 31
9776 6513 11
6013 5393 3
5776 4836 68
8915 8689 25
6002 2086 29
3587 2072 40
4736 2530 28
2551 35 36
6573 6983 2
1172 8283 42
7207 3337 99
5381 8012 50
3781 9716 60
148 82 85
2895 6453 69
5393 3215 81
1562 5360 34
3213 9490 13
9519 9962 48
2650 3364 87
8879 1942 64
8775 4753 11
3808 3324 99
8186 1033 5
9271 1249 19
9861 7671 61
5176 256 99
7400 9248 9
2072 9221 64
3512 102 83
7306 3001 41
5969 2475 65
2198 540 16
3801 259 83
8424 9947 47
6400 1237 63
4640 8117 27
4415 2776 31
9690 3746 47
3186 2851 46
5547 318 12
6447 8798 78
7285 2749 81
33 737 81
1811 4502 34
1417 184 22
5097 8931 1
5090 4669 79
5129 5688 25
198 70 8
9669 1316 44
8055 988 71
3000 3449 53
9558 7393 39
7706 6824 28
1484 3051 33
2659 3632 5
1791 5542 74
5852 8580 82
7764 2212 85
8281 6044 58
5046 5589 67
7143 5547 22
4014 3105 30
6603 8132 37
7480 3413 38
2278 556 6
3775 9947 71
9777 3052 23
9568 6482 27
3268 7122 57
3115 9641 89
2321 1273 98
1183 4405 28
8833 7634 32
6228 6453 69
6983 5908 63
4464 4500 64
2562 1358 33
3140 3115 13
2754 118 67
5010 4766 62
9238 1070 49
1495 624 93
4495 1778 87
6623 653 59
9651 7323 44
1911 8361 83
6419 2710 31
3349 8213 68
336 1992 7
879 9337 94
9183 2807 77
9458 5 48
7042 52 65
9509 5294 92
4493 6618 35
8229 3655 77
5874 9274 98
9722 3338 3
14 6 39
8443 9336 72
3982 200 69
6236 3771 54
4835 178 17
3148 3532 26
2012 412 35
9356 9475 85
3698 4154 65
9368 8162 48
6445 5857 78
2114 857 2
9481 5828 71
282 138 7
4803 4072 24
3889 3453 16
4766 7876 48
5413 3181 92
4533 872 34
3719 494 44
1311 967 93
5297 1883 98
2285 2262 34
8009 8363 81
8023 1704 60
2657 8284 34
6642 8247 12
3411 3585 44
5220 1275 58
319 171 89
7441 2553 73
8773 9071 86
496 9634 25
9814 2142 41
9542 4680 15
3588 1940 73
4786 3628 54
3101 161 49
6516 2925 47
3173 1330 26
2855 1142 97
1185 1441 56
5619 6196 71
8608 5943 93
4292 1401 81
658 7957 95
3298 2971 70
2860 1903 42
9200 6497 7
4088 6209 84
6975 7525 25
5163 8714 80
3908 4258 94
6170 208 95
3337 6644 37
7375 4144 60
2504 1179 25
8773 3109 6
301 4674 73
2291 914 48
5508 4162 54
1732 479 74
2662 1768 68
2338 9950 24
8573 6972 86
8709 7746 16
2013 1278 10
6943 645 78
2799 7405 60
4655 5207 2
2379 1794 27
4664 725 98
6723 6068 1
3219 8269 70
5713 2785 62
395 8297 91
2613 2475 46
9177 9102 1
4970 4864 94
4378 2588 58
8376 6878 41
6984 1484 21
7646 3949 16
1081 768 94
9572 7873 11
8975 3955 93
2883 7902 90
1476 167 28
3397 3400 13
7105 1180 96
6047 1514 43
4306 4175 1
7225 9640 29
9834 5113 38
8723 1724 43
6638 7406 61
5862 6906 77
3195 83 70
5598 3784 88
646 2665 68
7545 500 79
6825 3572 22
3810 3556 2
5172 2029 7
7100 5693 50
863 364 58
5903 3948 34
1474 93 24
236 65 77
5241 4573 72
8496 8820 25
5853 6018 97
2255 58 74
4196 8167 78
6856 7499 9
6815 2779 21
5095 4241 75
4929 9033 46
9535 6015 4
5954 3308 17
6574 9538 1
2727 9454 67
9783 4904 24
1967 1468 25
6895 5001 31
6114 5699 27
2693 1464 87
7078 8565 78
657 831 53
8132 2172 7
6771 1916 60
6287 9329 65
3382 847 69
3057 2522 19
7709 9241 99
5032 7221 83
7114 61 71
8990 6289 59
3784 679 66
2621 2117 75
8110 1298 35
2006 417 91
401 183 76
3535 1518 85
5527 4373 87
6613 4074 10
1929 3940 71
5817 5176 98
9994 8150 16
802 753 79
7003 8611 30
4235 9914 26
55 21 48
4415 1945 51
4652 5864 29
3130 331 37
8764 6812 87
2292 2145 49
7236 2676 45
5914 3654 63
5354 5186 25
391 7859 95
7366 4882 26
8164 4657 22
2044 774 3
1520 4168 77
5978 702 90
3299 3162 19
8480 2774 49
8657 2438 67
6824 4099 65
2978 6915 98
4334 3834 85
3467 55 58
9992 4771 22
9162 5171 100
2129 3416 64
2890 122 86
8588 5739 18
4206 8819 75
3215 7160 94
4982 781 77
8258 3579 51
45 2562 60
3233 3143 58
3249 1573 42
1889 1815 7
1619 1384 25
6156 750 2
4408 2224 58
7323 9172 42
1363 7198 99
3184 2465 39
1682 3090 28
3388 2591 78
2910 3299 56
6539 218 41
6194 3218 13
9703 3248 8
649 2 54
1506 9537 69
6981 9744 95
9704 1850 75
9768 1426 62
5061 803 9
8659 6271 70
8060 6185 53
6247 2797 94
5471 4472 89
9367 124 92
5029 3689 64
7342 9316 90
7205 2676 32
1 7402 30
1614 5235 36
5068 236 54
6361 8862 32
2890 4130 60
1948 839 68
5823 3664 68
3515 2216 34
7098 2749 35
3203 1890 2
4049 4164 76
961 734 56
8695 4396 89
6039 7133 11
6859 2828 69
4967 4429 75
3817 3742 23
5315 765 27
2605 1942 22
4245 6777 100
6115 2096 48
9360 9886 64
7368 1650 18
1638 1615 45
4159 2126 92
4085 336 83
2006 5516 8
9802 825 19
7322 407 54
4246 9975 89
5681 2844 44
6611 263 47
8495 5713 5
719 4450 2
9240 1546 81
8982 1730 100
5079 886 23
7474 814 11
8750 5154 39
3287 4073 42
1640 556 75
8462 6630 89
8963 7517 77
7927 2301 76
523 6771 24
9688 9666 49
1478 501 90
960 399 6
1471 3092 83
7898 4363 14
5009 2397 2
4409 1359 88
6819 1828 7
4327 4825 97
1802 4135 88
5774 8428 90
1259 8628 60
3940 1197 71
3685 3224 32
9051 345 40
4878 18 15
9199 4258 12
7265 3185 10
7441 9930 100
9910 462 37
3677 5292 51
3232 6372 27
8976 6446 97
9757 7859 11
1135 8836 70
804 7583 90
2131 1164 50
5292 2693 17
9318 7442 87
8288 4278 54
2689 8890 35
4033 2176 46
3905 6851 8
8586 3642 15
2705 4825 90
